"CSC NAME","DATE","CALL START","CALL END","DURATION","OUTCOME","EMAIL","LANGUAGE","NOTES","CATEGORY & TARGET AUDIENCE","FACILITY","ADDRESS","INDUSTRY","ATTEMPT #","IS FOLLOW-UP NEEDED / RECOMMENDED?","IF YES, BY WHAT DATE SHOULD FOLLOW-UP BE CONDUCTED?","Were materials emailed after the call?","If Yes, Please describe","PHONE","CITY OR ZIP"
"Praveen Sinha","7/20/2021",12:02:00,12:10:00,"0:08","Spoke with someone; they're not interested",NA,"ENGLISH","left me on hold","NON-PROFIT: Community Members","CITY OF SANTA ANA","20 Civic Center Plz Fl 8","City And Town Managers' Office",2,"No",NA,"No",NA,"7146475400","92701"
"Praveen Sinha","7/20/2021",NA,NA,"0:00",NA,"mary.troup@sausd.us","ENGLISH",NA,NA,"SANTA ANA UNIFIED SCHOOL DISTRICT","1930 W 10th St","Public Elementary School",NA,NA,NA,NA,NA,"7149724300","92703"
"Praveen Sinha","7/20/2021",NA,NA,"0:00",NA,NA,"ENGLISH",NA,NA,"GARDEN GROVE UNIFIED SCHOOL DISTRICT","4726 W Hazard Ave","Public Elementary School",NA,NA,NA,NA,NA,"7146636418","92703"
"Praveen Sinha","7/20/2021",NA,NA,"0:00",NA,"gmafi@ggusd.us","ENGLISH",NA,NA,"GARDEN GROVE UNIFIED SCHOOL DISTRICT","4419 W Regent Dr","Public Elementary School",NA,NA,NA,NA,NA,"7146636581","92704"
"Praveen Sinha","7/20/2021",NA,NA,"0:00",NA,"ipayissues@firstgroup.com","ENGLISH",NA,NA,"FIRST STUDENT, INC.","3401 W Castor St","School Buses",NA,NA,NA,NA,NA,"7148507578","92704"
"Praveen Sinha","7/20/2021",NA,NA,"0:00",NA,"ots@otscomm.com","ENGLISH",NA,NA,"UNDERSEA SYSTEMS INTERNATIONAL, INC.","3133 W Harvard St","Underwater Sound Equipment",NA,NA,NA,NA,NA,"7147547848","92704"
"Praveen Sinha","7/20/2021",NA,NA,"0:00",NA,"rosie.rosales@sausd.us","ENGLISH",NA,NA,"SANTA ANA UNIFIED SCHOOL DISTRICT","1801 S Greenville St","Public Elementary And Secondary Schools",NA,NA,NA,NA,NA,"7142416410","92704"
"Praveen Sinha","7/20/2021",NA,NA,"0:00",NA,"info@sukut.com","ENGLISH",NA,NA,"SUKUT CONSTRUCTION, LLC","4010 W Chandler Ave","Water, Sewer, And Utility Lines",NA,NA,NA,NA,NA,"7145405351","92704"
"Praveen Sinha","7/21/2021",09:32:00,09:33:00,"0:01","Spoke with someone; they're not interested","577 S. Peach Ave 93702 ATTN Ming Bradley","ENGLISH","HUNG UP","HEALTHCARE: In-Patient","COVENANT CARE CALIFORNIA, LLC","577 S Peach Ave","Convalescent Home With Continuous Nursing Care",2,"No",NA,"No",NA,"5592518463","93727"
"Praveen Sinha","7/21/2021",09:56:00,09:59:00,"0:03","Spoke with someone; they're interested","joanna.hernandez@fresnounified.org","ENGLISH","5594573500","EDUCATIONAL: Children","FRESNO UNIFIED SCHOOL DISTRICT","1019 S Peach Ave","Magnet Senior High School",2,"Yes","7/27/2021","No",NA,"5592536700","93727"
"Praveen Sinha","7/21/2021",10:05:00,10:08:00,"0:03","No answer; left voicemail","jadams@brixcom.com","ENGLISH",NA,"SMALL BUSINESS: Customers","THE BRIX GROUP INC","838 N Laverne Ave","Mobile Telephone Equipment",2,"Yes","7/27/2021","No",NA,"5594574700","93727"
"Praveen Sinha","7/21/2021",10:19:00,10:22:00,"0:03","No answer; left voicemail","info@duncan.com","ENGLISH",NA,"SMALL BUSINESS: Customers","DUNCAN ENTERPRISES","5673 E Shields Ave","Colors In Oil, Except Artists'",2,"Yes","7/27/2021","No",NA,"5592914444","93727"
"Praveen Sinha","7/21/2021",10:41:00,10:42:00,"0:01","Spoke with someone; they're not interested","kwong@fresnochaffeezoo.org","ENGLISH","not interested","SMALL BUSINESS: Customers","FRESNO'S CHAFFEE ZOO CORPORATION","894 W Belmont Ave","Animal And Reptile Exhibit",2,"No",NA,"No",NA,"5594985910","93728"
"Praveen Sinha","7/21/2021",11:02:00,11:05:00,"0:03","Spoke with someone; they're not interested","contact@lylessc.com","ENGLISH","not interested","SMALL BUSINESS: Customers","LYLES SERVICES CO.","1250 W Olive Ave","Construction Project Management Consultant",2,"No",NA,"No",NA,"5594411900","93728"
"Praveen Sinha","7/21/2021",11:33:00,11:34:00,"0:01","No answer; did not leave voicemail","bob.nelson@fresnounified.org","ENGLISH","closed","EDUCATIONAL: Children","FRESNO UNIFIED SCHOOL DISTRICT","410 E Dennett Ave","Public Elementary School",2,"No",NA,"No",NA,"5594573150","93728"
"Praveen Sinha","7/21/2021",11:50:00,11:52:00,"0:02","No answer; left voicemail","toddh@copperrivercountryclub.com","ENGLISH",NA,"SMALL BUSINESS: Customers","COPPER RIVER COUNTRY CLUB, LP","2140 E Clubhouse Dr","Golf Club, Membership",2,"Yes","7/27/2021","No",NA,"5594345200","93730"
"Praveen Sinha","7/21/2021",11:57:00,11:59:00,"0:02","No answer; left voicemail","rsandidge@dowlingaaron.com","ENGLISH",NA,"SMALL BUSINESS: Customers","AARON DOWLING INCORPORATED","8080 N Palm Ave Ste 300","General Practice Attorney, Lawyer",2,"Yes","7/27/2021","No",NA,"5594324500","93711"
"Praveen Sinha","7/21/2021",NA,NA,"0:00",NA,"email@mccormickbarstow.com","ENGLISH",NA,NA,"MCCORMICK, BARSTOW, SHEPPARD, WAYTE & CARRUTH LLP","7647 N Fresno St","Antitrust And Trade Regulation Law",NA,NA,NA,NA,NA,"5594331300","93720"
"Praveen Sinha","7/22/2021",09:21:00,09:25:00,"0:04","Spoke with someone; they're interested","frontdesk@veritablevegetable.com","ENGLISH","said will call back","SMALL BUSINESS: Customers","Veritable Vegetable Inc","1100 Cesar Chavez","Fruits, Fresh",2,"Yes","7/27/2021","No",NA,"4156413500","94124"
"Praveen Sinha","7/22/2021",09:29:00,09:30:00,"0:01","Spoke with someone; they're interested","camala.piccinini@usw.salvationarmy.org (emailed at 11:16 AM)","ENGLISH","4155533530","NON-PROFIT: Community Members","Salvation Army Glden State Div","832 Folsom St Fl 6","Social Service Center",2,"Yes","7/28/2021","No",NA,"4155533500","94107"
"Praveen Sinha","7/22/2021",09:32:00,09:37:00,"0:05","Spoke with someone; they're interested","agrant@farmjournal.com","ENGLISH","said will call back","CORPORATION: Employees","Earls Organic Produce","2101 Jerrold Ave Ste 100","Fresh Fruits And Vegetables",2,"Yes","7/28/2021","No",NA,"4158247419","94124"
"Praveen Sinha","7/22/2021",09:43:00,09:44:00,"0:01","No answer; did not leave voicemail","Mcasassa@beronio.com","ENGLISH","disconnected","CORPORATION: Employees","Beronio Lumber Company","2525 Marin St","Millwork And Lumber",NA,NA,NA,NA,NA,"4152490948","94124"
"Praveen Sinha","7/22/2021",09:50:00,09:51:00,"0:01","No answer; did not leave voicemail","jchavez@211LA.org","ENGLISH","asked for extension","CORPORATION: Employees","211 La County","P O Box 726","Information Services, Consumer",NA,NA,NA,NA,NA,"6263501841","91778"
"Praveen Sinha","7/22/2021",09:53:00,09:54:00,"0:01","No answer; did not leave voicemail",NA,"ENGLISH",NA,"CORPORATION: Employees","Target","1750 Story Rd","Department Stores, Discount",NA,NA,NA,NA,NA,"4082730054","95122"
"Praveen Sinha","7/22/2021",11:43:00,11:46:00,"0:03","Spoke with someone; they're not interested","jmartinez@cathedraloffaith.org","ENGLISH",NA,"SMALL BUSINESS: Customers","Cathedral Of Faith","2315 Canoas Garden Ave","Miscellaneous Denomination Church",NA,NA,NA,NA,NA,"4082674691","95125"
"Praveen Sinha","7/22/2021",11:47:00,11:48:00,"0:01","No answer; left voicemail","hr@academyart.edu","ENGLISH",NA,"EDUCATIONAL: Young Adults","Academy Of Art University","79 New Montgomery St","Art School, Except Commercial",2,"Yes","7/28/2021","No",NA,"4152742200","94105"
"Praveen Sinha","7/22/2021",NA,NA,"0:00",NA,"douglas.vasquez@usw.salvationarmy.org","ENGLISH",NA,"NON-PROFIT: Community Members","Salvation Army Glden State Div","832 Folsom St Fl 6","Social Service Center",NA,NA,NA,NA,NA,"4155533500","94107"
"Praveen Sinha","7/22/2021",NA,NA,"0:00",NA,"meredith_vellines@gspsf.com","ENGLISH",NA,"CORPORATION: Employees","Goodby Silverstein & Partners","720 California St","Advertising Consultant",NA,NA,NA,NA,NA,"4153920669","94108"
"Praveen Sinha","7/23/2021",09:13:00,09:15:00,"0:02","No answer; did not leave voicemail","e.baltierrez@palfinger.com","ENGLISH","weird extension vm.","CORPORATION: Employees","Interlift Corporation","15939 Piuma Ave","Hydraulic Systems Equipment And Supplies",2,"Yes","7/28/2021","No",NA,"5629248218","90703"
"Praveen Sinha","7/23/2021",09:21:00,09:24:00,"0:03","Spoke with someone; they're interested","dbryson@aceexhibits.com","ENGLISH","said theyd call back","CORPORATION: Employees","Ace Exhibits","13317 166th St","Convention And Show Services",2,"Yes","7/29/2021","No",NA,"8887770223","90703"
"Praveen Sinha","7/23/2021",09:26:00,09:30:00,"0:04","Spoke with someone; they're interested",NA,"ENGLISH","9259131000","CORPORATION: Employees","Accountemps","17871 Park Plaza Dr # 100","Placement Agencies",2,"Yes","7/29/2021","No",NA,"5623561031","90703"
"Praveen Sinha","7/23/2021",09:33:00,09:35:00,"0:02","Spoke with someone; they're not interested","bom@bellflowerpa.com","ENGLISH","hung up","HEALTHCARE: In-Patient","Bellflower Convalescent Hosp","9710 Artesia Blvd","Convalescent Home With Continuous Nursing Care",2,"Yes","7/29/2021","No",NA,"5629252274","90706"
"Praveen Sinha","7/23/2021",09:39:00,09:40:00,"0:01","No answer; left voicemail","toni.sims@catalaseniorliing.com","ENGLISH",NA,"HEALTHCARE: In-Patient","Katella Senior Living Cmnty","3952 Katella Ave","Retirement Hotel Operation",2,"Yes","7/29/2021","No",NA,"5625962773","90720"
"Praveen Sinha","7/23/2021",09:52:00,09:53:00,"0:01","No answer; did not leave voicemail",NA,"ENGLISH",NA,"NON-PROFIT: Community Members","City Of Los Alamitos","3191 Katella Ave","City And Town Managers' Office",2,"Yes","7/29/2021","No",NA,"5624313538","90720"
"Praveen Sinha","7/23/2021",09:59:00,10:01:00,"0:02","No answer; did not leave voicemail",NA,"ENGLISH","operator not available","CORPORATION: Employees","Royal Adhesives & Sealants LLC","800 E Anaheim St","Waterproofing Compounds",2,"Yes","7/29/2021","No",NA,"3108309904","90744"
"Praveen Sinha","7/23/2021",11:43:00,11:44:00,"0:01","Spoke with someone; they're not interested",NA,"ENGLISH","hung up","CORPORATION: Employees","Gold Point Transportation Inc","1621 E Opp St","Trucking, Except Local",2,"No",NA,NA,NA,"3105182570","90744"
"Praveen Sinha","7/23/2021",11:45:00,11:47:00,"0:02","Spoke with someone; they're not interested",NA,"ENGLISH","hung up","CORPORATION: Employees","Premier Transporation","851 E Watson Center Rd","Trucking, Except Local",2,"No",NA,"No",NA,"3108359207","90745"
"Praveen Sinha","7/23/2021",11:48:00,11:49:00,"0:01","Spoke with someone; they're not interested",NA,"ENGLISH","hung up","SMALL BUSINESS: Customers","Custom Air Trucking Inc","1035 E Watson Center Rd","Local Trucking With Storage",2,"No",NA,NA,NA,"3102332500","90745"
"Rebekah Felleke",NA,NA,NA,"0:00",NA,"spenrod@sanjuancapistrano.org","ENGLISH","tranferred to Sam at 949-234-4565",NA,"CITY OF SAN JUAN CAPISTRANO","32400 Paseo Adelanto","Executive Offices, Local Government",NA,NA,NA,NA,NA,"9494931171","92675"
"Ronald Pollard","7/21/2021",09:13:00,09:19:00,"0:06",NA,"HR@son-aero.com","ENGLISH","refer 714-688-4479","CORPORATION: Employees","CYTEC ENGINEERED MATERIALS INC.","1440 N Kraemer Blvd","Aerospace Castings, Aluminum",2,"No",NA,"No",NA,"7146321174","92806"
"Ronald Pollard","7/21/2021",10:00:00,10:06:00,"0:06",NA,"humanresources@anodizing-plating.com","ENGLISH","mtg set 8/10 @ 1:30","CORPORATION: Employees","PRECISION ANODIZING & PLATING, INC.","1601 N Miller St","Electroplating Of Metals Or Formed Products",2,"Yes","7/22 julie@anodizing-plating.com","No",NA,"7149961601","92806"
"Ronald Pollard","7/21/2021",10:24:00,10:26:00,"0:02",NA,"info@americanfabricators.com","ENGLISH","left message","SMALL BUSINESS: Customers","AMERICAN FABRICATION CORPORATION","2891 E Via Martens","Motor Vehicle Parts And Accessories",2,"No",NA,"No",NA,"7146321709","92806"
"Ronald Pollard","7/21/2021",10:59:00,11:03:00,"0:04",NA,"info@universityframes.com","ENGLISH","left message","SMALL BUSINESS: Customers","UNIVERSITY FRAMES, INC.","3060 E Miraloma Ave","Picture Frame Molding, Finished",2,"No",NA,"No",NA,"7145755100","92806"
"Ronald Pollard","7/21/2021",11:09:00,11:12:00,"0:03",NA,"msanchez@5daybf.com","ENGLISH","left message","SMALL BUSINESS: Customers","5 DAY BUSINESS FORMS MFG., INC.","2921 E La Cresta Ave","Business Forms",2,"No",NA,"No",NA,"7146328674","92806"
"Ronald Pollard","7/21/2021",11:15:00,11:18:00,"0:03",NA,"info@cadenceaerospace.com","ENGLISH","left message","SMALL BUSINESS: Customers","CADENCE AEROSPACE, LLC","3150 E Miraloma Ave","Aircraft Body Assemblies And Parts",2,"No",NA,"No",NA,"9498773630","92806"
"Ronald Pollard","7/21/2021",11:22:00,11:24:00,"0:02",NA,"HR@HarrisFreeman.com","ENGLISH","left message","SMALL BUSINESS: Customers","HARRIS FREEMAN & CO., INC.","3110 E Miraloma Ave","Tea",2,"No",NA,"No",NA,"7147651190","92806"
"Ronald Pollard","7/21/2021",11:26:00,11:30:00,"0:04",NA,"hrssupport@hestan.com","ENGLISH","new email address","SMALL BUSINESS: Customers","HESTAN COMMERCIAL CORPORATION","3375 E La Palma Ave","Major Kitchen Appliances, Except Refrigerators And Stoves",2,"Yes","hcchr@hestan.com","No",NA,"7148692380","92806"
"Ronald Pollard","7/21/2021",11:38:00,11:41:00,"0:03",NA,NA,"ENGLISH","no voicemail","SMALL BUSINESS: Customers","TARGUS INTERNATIONAL LLC","1211 N Miller St","Bags, Baskets, And Cases",2,"No",NA,"No",NA,"7147655555","92806"
"Ronald Pollard","7/21/2021",11:51:00,11:54:00,"0:03",NA,NA,"ENGLISH","refer to Dist. Office","EDUCATIONAL: Children","SAVANNA SCHOOL DISTRICT","1300 S Knott Ave","Public Elementary School",2,"Yes","7/22 - 714-236-3800","No",NA,"7142363835","92804"
"Ronald Pollard","7/22/2021",11:27:00,11:31:00,"0:04",NA,"dabney_k@auhsd.us","ENGLISH","refer to Dist. Office","EDUCATIONAL: Young Adults","ANAHEIM UNION HIGH SCHOOL DIST","2450 W Ball Rd","Public Senior High School",2,"Yes","7/23 cruz_ad@auhs.us","No",NA,"7142204221","92804"
"Ronald Pollard","7/22/2021",11:34:00,11:36:00,"0:02",NA,"stephaniel@sunnycon.com","ENGLISH","left phone number","HEALTHCARE: In-Patient","R. FELLEN, INC.","2939 S Peach Ave","Convalescent Home With Continuous Nursing Care",2,"No",NA,"No",NA,"5592336248","93725"
"Ronald Pollard","7/22/2021",11:38:00,11:41:00,"0:03",NA,"N/A","ENGLISH","interested","CORPORATION: Employees","SAN JOAQUIN VALLEY UNIFIED AIR POLLUTION CONTROL DISTRICT","1990 E Gettysburg Ave","Environmental Consultant",2,"Yes","7/23 internet.fresno@valleyair.net","No",NA,"5592306000","93726"
"Ronald Pollard","7/22/2021",11:45:00,11:49:00,"0:04",NA,"N/A","ENGLISH","interested","CORPORATION: Employees","CALIFORNIA STATE UNIVERSITY, FRESNO FOUNDATION","4910 N Chestnut Ave","University",2,"Yes","7/23 hr@mail.fresnostate.edu","No",NA,"5592780850","93726"
"Ronald Pollard","7/22/2021",11:51:00,11:53:00,"0:02",NA,"janetk@ccucp.org","ENGLISH","left voicemail","SMALL BUSINESS: Customers","UNITED CEREBRAL PALSY OF CENTRAL CALIFORNIA, INC.","4224 N Cedar Ave","Fund Raising Organization, Non-Fee Basis",2,"No",NA,"No",NA,"5592218272","93726"
"Ronald Pollard","7/22/2021",11:55:00,11:57:00,"0:02",NA,"elizabeth.nixon@fresnounified.org","ENGLISH","no voicemail","EDUCATIONAL: Young Adults","FRESNO UNIFIED SCHOOL DISTRICT","4330 E Garland Ave","Magnet Senior High School",2,"No",NA,"No",NA,"5592487080","93726"
"Ronald Pollard","7/22/2021",11:58:00,12:01:00,"0:03",NA,"vquistorff@sierracharter.org","ENGLISH","left voicemail","EDUCATIONAL: Children","SIERRA CHARTER SCHOOL","1931 N Fine Ave Ste 101","Charter Schools",2,"No",NA,"No",NA,"5594904290","93727"
"Ronald Pollard","7/22/2021",12:05:00,12:07:00,"0:02",NA,"us.customerservice@netasim.com ATTN: Human Resources","ENGLISH","no interested","SMALL BUSINESS: Customers","NETAFIM IRRIGATION, INC.","5470 E Home Ave","Irrigation Equipment",2,"No",NA,"No",NA,"5594536800","93727"
"Ronald Pollard","7/22/2021",12:22:00,12:24:00,"0:02",NA,"cory.belliston@orchardpa.com -- ATTN Cory","ENGLISH","left voicemail","HEALTHCARE: In-Patient","VALLEY HEALTHCARE CENTER, LLC","4840 E Tulare Ave","Convalescent Home With Continuous Nursing Care",2,"No",NA,"No",NA,"5592517161","93727"
"Ronald Pollard","7/23/2021",11:34:00,11:36:00,"0:02",NA,"patricia@armenianhome.net -- HR assistant","ENGLISH","left message","HEALTHCARE: In-Patient","THE CALIFORNIA HOME FOR THE AGED INC","6720 E Kings Canyon Rd","Convalescent Home",2,"No",NA,"No",NA,"5592518414","93727"
"Ronald Pollard","7/23/2021",11:39:00,NA,"-11:39",NA,"joanna.hernandez@fresnounified.org","ENGLISH","left message","EDUCATIONAL: Children","FRESNO UNIFIED SCHOOL DISTRICT","550 S Garden Ave","Public Elementary School",2,"No",NA,"No",NA,"5592536620","93727"
"Valeria Lazaro Rodriguez","7/20/2021",11:24:00,11:26:00,"0:02","No answer; left voicemail","info@eminc.com","ENGLISH","Receptionist cut me off mid sentence and transferred me, left VM","CORPORATION: Employees","EXPRESS MANUFACTURING, INCORPORATED","3519 W Warner Ave","Electronic Circuits",2,"No",NA,"No",NA,"7149792228","92704"
"Valeria Lazaro Rodriguez","7/20/2021",11:30:00,11:33:00,"0:03","No answer; left voicemail","hr@olivecrest.org","ENGLISH","There was no menu option for representative or general. Had to pick the mental health/counseling option, the people were a bit confused since they already offer those services. Transferred and left VM","NON-PROFIT: Community Members","OLIVE CREST","2130 E 4th St Ste 200","Emotionally Disturbed Home",2,"No",NA,"No",NA,"7145435437","92705"
"Valeria Lazaro Rodriguez","7/20/2021",11:36:00,11:40:00,"0:04","No answer; did not leave voicemail",NA,"ENGLISH","Long automated message because lobby is closed. Said that they are minimizing call volume due to employees working at home. No option for VM","HEALTHCARE: In-Patient","COUNTY OF ORANGE","1505 E Warner Ave","Administration Of Social And Manpower Programs, County Government",2,"No",NA,"No",NA,"7148253000","92705"
"Valeria Lazaro Rodriguez","7/20/2021",11:44:00,11:45:00,"0:01","No answer; did not leave voicemail",NA,"BOTH","One ring and then it went to silence? Not sure if it is my connection or theirs","EDUCATIONAL: Children","SANTA ANA UNIFIED SCHOOL DISTRICT","1951 Mabury St","Public Elementary School",2,"Yes","Tomorrow (7/21)","No",NA,"7149726700","92705"
"Valeria Lazaro Rodriguez","7/20/2021",11:47:00,11:49:00,"0:02","Spoke with someone; they're not interested",NA,"ENGLISH",NA,"CORPORATION: Employees","OPTIMA TAX RELIEF, LLC","3100 S Harbor Blvd # 250","Tax Return Preparation Services",2,"No",NA,"No",NA,"7143614636","92704"
"Valeria Lazaro Rodriguez","7/20/2021",11:51:00,11:55:00,"0:04","No answer; left voicemail","Daniel Montanez x1596","ENGLISH","Gave me extension for HR department, left VM but call got disconnected","CORPORATION: Employees","DEBTMERICA, LLC","3100 S Harbor Blvd # 250","Debt Counseling Or Adjustment Service, Individuals",2,"Yes","Tomorrow (7/21), call the extension provided in notes","No",NA,"7143894200","92704"
"Valeria Lazaro Rodriguez","7/20/2021",11:58:00,12:00:00,"0:02","No answer; left voicemail","bperez@staffingsolutions.us","ENGLISH","Transferred to Lucia's VM, the supervisor","CORPORATION: Employees","L&T STAFFING, INC.","950 W 17th St Ste E","Executive Placement",2,"No",NA,"No",NA,"7145581821","92706"
"Valeria Lazaro Rodriguez","7/20/2021",12:01:00,12:03:00,"0:02","No answer; did not leave voicemail","5623459000","ENGLISH","Cut me off mid sentence and said they would transfer me but never did since call went silent?","CORPORATION: Employees","SUPER CENTER CONCEPTS, INC.","1710 S Main St","Grocery Stores, Independent",2,"No",NA,"No",NA,"7145426191","92707"
"Valeria Lazaro Rodriguez","7/20/2021",12:04:00,12:05:00,"0:01","Spoke with someone; they're interested","jmcelroy@tomiengineering.com","ENGLISH","Told me to send them an email with all the info","CORPORATION: Employees","TOMI ENGINEERING, INC.","414 E Alton Ave","Machine Shop, Jobbing And Repair",2,"No",NA,"Yes","Emailed flyers in both English and Spanish as well as information about our services","7145561474","92707"
"Valeria Lazaro Rodriguez","7/21/2021",09:02:00,09:04:00,"0:02","Spoke with someone; they're not interested",NA,"ENGLISH",NA,"CORPORATION: Employees","WEST COAST AVIATION SERVICES LLC","19711 Campus Dr Ste 200","Industry Specialist Consultants",2,"No",NA,"No",NA,"9498528340","92707"
"Valeria Lazaro Rodriguez","7/21/2021",10:24:00,10:25:00,"0:01","Spoke with someone; they're not interested",NA,"ENGLISH","Said they don't remember us but also that they will not be needing this service","HEALTHCARE: In-Patient","IN HOME COMFORT AND CARE, INC.","17155 Newhope St Ste O","Home Health Care Services",2,"No",NA,"No",NA,"7144854120","92708"
"Valeria Lazaro Rodriguez","7/21/2021",10:27:00,10:29:00,"0:02","No answer; left voicemail","FAX: (714) 669-9406","BOTH","Transferred to HR (Ms. Garcia?) and left VM","CORPORATION: Employees","MISSION LANDSCAPE COMPANIES, INC.","536 E Dyer Rd","Landscape Services",2,"No",NA,"No",NA,"7145459962","92707"
"Valeria Lazaro Rodriguez","7/21/2021",10:30:00,10:31:00,"0:01","Spoke with someone; they're not interested","kristen@icr-staffing.com","ENGLISH","Not interested but thanked for following up","CORPORATION: Employees","INNOVATIVE SCIENTIFIC SOLUTIONS, INC.","17581 Irvine Blvd Ste 202","Executive Placement",2,"No",NA,"No",NA,"7145088620","92780"
"Valeria Lazaro Rodriguez","7/21/2021",10:38:00,10:45:00,"0:07","No answer; left voicemail","714-730-7301 (number given was for the maintanence department)","BOTH","Transferred twice because they didn't know who I should talk to, left VM","EDUCATIONAL: Children","TUSTIN UNIFIED SCHOOL DISTRICT","300 S C St","Public Elementary And Secondary Schools",2,"No",NA,"No",NA,"7147307515","92780"
"Valeria Lazaro Rodriguez","7/21/2021",10:47:00,10:49:00,"0:02","No answer; did not leave voicemail",NA,"BOTH","No one picked up? Rang for 2 minutes","EDUCATIONAL: Children","ANAHEIM CITY SCHOOL DISTRICT","1001 S East St","Public Elementary And Secondary Schools",2,"No",NA,"No",NA,"7145177500","92805"
"Valeria Lazaro Rodriguez","7/21/2021",10:50:00,10:52:00,"0:02","Spoke with someone; they're not interested",NA,"ENGLISH",NA,"CORPORATION: Employees","CREST COATING, INC.","1361 S Allec St","Coating Of Metals And Formed Products",2,"No",NA,"No",NA,"7146357090","92805"
"Valeria Lazaro Rodriguez","7/21/2021",10:59:00,11:01:00,"0:02","Spoke with someone; they're not interested","info@paragonindinc.com","ENGLISH","Thanked for reaching back but are not interested","CORPORATION: Employees","PARAGON INDUSTRIES, INC.","1515 E Winston Rd","Tile, Ceramic",2,"No",NA,"No",NA,"7147781800","92805"
"Valeria Lazaro Rodriguez","7/21/2021",11:32:00,11:35:00,"0:03","Spoke with someone; they're not interested","info@bhwcares.com","ENGLISH","Said that for now they are not interested","HEALTHCARE: Out-Patient","BEHAVIORAL HEALTH WORKS, INC.","1301 E Orangewood Ave","Mental Health Clinic, Outpatient",NA,NA,NA,NA,NA,"8002491266","92805"
"Valeria Lazaro Rodriguez","7/21/2021",11:39:00,11:42:00,"0:03","No answer; left voicemail","employee.relations@ocgov.com","ENGLISH","Number for HR is (714) 834-5315. Transferred, left VM","CORPORATION: Employees","COUNTY OF ORANGE","1535 E Orangewood Ave","Probation Office",NA,NA,NA,NA,NA,"7149374500","92805"
"Valeria Lazaro Rodriguez","7/22/2021",09:27:00,09:30:00,"0:03","No answer; left voicemail","parksrec@cityofhawthorne.org (emailed at 11:50 AM)","ENGLISH","Transferred me to HR, left VM","NON-PROFIT: Community Members","Hawthorne Memorial Center","3901 W El Segundo Blvd","Community Center",2,"No",NA,"No",NA,"3103491640","92629"
"Valeria Lazaro Rodriguez","7/22/2021",09:31:00,09:33:00,"0:02","Spoke with someone; they're interested","info@orangeda.com","ENGLISH","Took down contact info and said they will call back","SMALL BUSINESS: Customers","Orange Detective Agency","100 Spectrum Center Dr FL9","Private Investigation",2,"No",NA,"No",NA,"8003058520","92629"
"Valeria Lazaro Rodriguez","7/22/2021",09:38:00,09:41:00,"0:03","No answer; left voicemail","joe.hawkins@oaklandlbgtqcenter.org","BOTH","Opens at 12 PM","NON-PROFIT: Community Members","Oakland LGBTQ Center","3207 Lakeshore Ave,","LGBTQ community services",2,"No",NA,"No",NA,"5108822286","92629"
"Valeria Lazaro Rodriguez","7/22/2021",09:56:00,09:58:00,"0:02","Spoke with someone; they're not interested","info@pacificcenter.org","ENGLISH","Said thank you but no","HEALTHCARE: In-Patient","Pacific Center for Human Growth","2712 Telegraph","Mental Health Clinic",2,"No",NA,"No",NA,"5105488283","92629"
"Valeria Lazaro Rodriguez","7/22/2021",10:00:00,10:03:00,"0:03","Spoke with someone; they're not interested","contactus@lifelongmedical.org","ENGLISH","Transferred and said they are not interested at the moment","HEALTHCARE: In-Patient","East Bay Community Recovery Project","2579 San Pablo Avenue,","Mental Health",2,"No",NA,"No",NA,"5104467100","92629"
"Valeria Lazaro Rodriguez","7/22/2021",10:17:00,10:19:00,"0:02","No answer; did not leave voicemail","ltuck@ceoworks.org","ENGLISH","Press 0 for the operator but it never rang/transferred","NON-PROFIT: Community Members","Center for Employment Opportunities","464 7th Street","Non-profit",2,"No",NA,"No",NA,"5102512240","92629"
"Valeria Lazaro Rodriguez","7/22/2021",10:08:00,10:09:00,"0:01","No answer; did not leave voicemail","info@streetlevelhealthproject.org","BOTH","Said that they are closed due to Covid, no VM set up","HEALTHCARE: In-Patient","Street Level Health Project","3125 E 15th St,","Health Clinic",2,"No",NA,"No",NA,"5105339906","92629"
"Valeria Lazaro Rodriguez","7/22/2021",10:22:00,10:23:00,"0:01","No answer; left voicemail","Administrator@c4dp.org","BOTH","Working remotely, said to leave a VM and they will reach out","NON-PROFIT: Community Members","Center for Domestic Peace","734 A Street","Social Services org",2,"No",NA,"No",NA,"4154572464","92629"
"Valeria Lazaro Rodriguez","7/22/2021",10:37:00,10:40:00,"0:03","Spoke with someone; they're not interested","info@marnicabt.com","ENGLISH","Transferred, not interested","HEALTHCARE: Out-Patient","Marin Center for Anxiety and Behavioral Therapy","200 Tamal Plaza #235,","Mental health",2,"No",NA,"No",NA,"4157236160","92629"
"Valeria Lazaro Rodriguez","7/22/2021",11:16:00,11:19:00,"0:03","No answer; left voicemail","admissions@usfca.edu","ENGLISH","Found HR email as well, humanresources@usfca.edu","EDUCATIONAL: Young Adults","University Of San Francisco","2130 Fulton St","University",2,"No",NA,"Yes","Found new email on website and sent information + flyers","4154225555","94117"
"Valeria Lazaro Rodriguez","7/22/2021",11:37:00,11:39:00,"0:02","No answer; left voicemail","info@calacademy.org","ENGLISH","Transferred, left VM","EDUCATIONAL: Young Adults","California Academy Sciences","55 Music Concourse Dr","Aquarium",2,"No",NA,"No",NA,"4153798000","94118"
