CSC.NAME,DATE,CALL.START.TIME,CALL.END.TIME,CALL.DURATION,OUTCOME,EMAIL..If.Interested.,SPANISH..Y.N.,NOTES,CATEGORY...TARGET.AUDIENCE,FACILITY,ADDRESS,INDUSTRY,PHONE,ZIP,,,,
Praveen Sinha,6/9/2021,10:26:00,10:27:00,1,No answer; did not leave voicemail,NA,NA,NA,SMALL BUSINESS: Customers,Farmers Merchants Bnk Long Bch,22400 Hawthorne Blvd,"State Trust Companies Accepting Deposits, Commercial",3102653200,90505,,,,
Praveen Sinha,6/9/2021,10:27:00,10:28:00,1,Spoke with someone; they're not interested,hung up,NA,NA,SMALL BUSINESS: Customers,Cost Plus World Market,22929 Hawthorne Blvd,Furniture Stores,3103788331,90505,,,,
Praveen Sinha,6/9/2021,10:28:00,10:29:00,1,No answer; did not leave voicemail,NA,NA,NA,SMALL BUSINESS: Customers,Plaza Del Amo Animal Hosptal,3430 Fujita St,"Animal Hospital Services, Pets And Other Animal Specialties",3108913430,90505,,,,
Praveen Sinha,6/9/2021,10:31:00,10:32:00,1,No answer; did not leave voicemail,number not working,NA,NA,SMALL BUSINESS: Customers,G C S,23155 Kashiwa Ct,Semiconductors And Related Devices,3105307274,90505,,,,
Praveen Sinha,6/9/2021,10:33:00,10:35:00,2,Spoke with someone; they're not interested,NA,NA,NA,CORPORATION: Employees,Micronova Manufacturing Inc,3431 Lomita Blvd,"Mops, Floor And Dust",3107846990,90505,,,,
Praveen Sinha,6/9/2021,10:35:00,10:36:00,1,No answer; did not leave voicemail,NA,NA,NA,SMALL BUSINESS: Customers,Microcosm Inc,3111 Lomita Blvd,Space Propulsion Units And Parts,3102192700,90505,,,,
Praveen Sinha,6/9/2021,10:43:00,10:45:00,2,Spoke with someone; they're not interested,hung up,NA,NA,SMALL BUSINESS: Customers,Accurate Construction,2570 W 237th St Ste B,"Repairing Fire Damage, Single-Family Houses",3105341921,90505,,,,
Praveen Sinha,6/9/2021,10:45:00,10:47:00,2,No answer; left voicemail,NA,NA,NA,SMALL BUSINESS: Customers,Esplanade Builders Inc,23820 Hawthorne Blvd # 10,Commercial And Office Building Contractors,3107837664,90505,,,,
Praveen Sinha,6/9/2021,10:48:00,10:50:00,2,Spoke with someone; they're not interested,hung up,NA,NA,SMALL BUSINESS: Customers,Sonsray Machinery LLC,23935 Madison St,Heavy Construction Equipment Rental,3233191900,90505,,,,
Praveen Sinha,6/9/2021,10:50:00,10:51:00,1,No answer; did not leave voicemail,number not working,NA,NA,SMALL BUSINESS: Customers,Topocean Consolidation Service,2525 Workman Mill Rd,Foreign Freight Forwarding,5626997103,90601,,,,
Praveen Sinha,6/9/2021,10:54:00,10:55:00,1,No answer; did not leave voicemail,NA,NA,NA,CORPORATION: Employees,L A Freightliner,2429 Peck Rd,"Trucks, Tractors, And Trailers: New And Used",5626950511,90601,,,,
Praveen Sinha,6/9/2021,10:55:00,10:56:00,1,No answer; left voicemail,NA,NA,NA,SMALL BUSINESS: Customers,Urbanfloor,3707 Capitol Ave,Floor Covering Stores,3238900000,90601,,,,
Praveen Sinha,6/9/2021,10:58:00,10:59:00,1,No answer; did not leave voicemail,NA,NA,NA,CORPORATION: Employees,Closet World Inc,3860 Capitol Ave,"Closet Organizers, Installation And Design",5626999945,90601,,,,
Praveen Sinha,6/9/2021,11:09:00,11:10:00,1,No answer; did not leave voicemail,NA,NA,NA,EDUCATIONAL: Children,Whittier City School District,7211 Whittier Ave,Public Elementary School,5627893000,90602,,,,
Praveen Sinha,6/9/2021,11:10:00,11:12:00,2,No answer; did not leave voicemail,NA,NA,NA,SMALL BUSINESS: Customers,Whole Child The,10155 Colima Rd,"Mental Health Clinic, Outpatient",5626920383,90603,,,,
Praveen Sinha,6/9/2021,11:13:00,11:14:00,1,No answer; left voicemail,NA,NA,NA,EDUCATIONAL: Children,Ceres Elementary School,10601 Ceres Ave,Public Elementary School,5624642200,90604,,,,
Praveen Sinha,6/9/2021,11:14:00,11:15:00,1,Spoke with someone; they're not interested,hung up,NA,NA,NON-PROFIT: Community Members,Sheriffs Relief Foundation,11515 Colima Rd,Charitable Organization,8005444772,90604,,,,
Praveen Sinha,6/9/2021,11:15:00,11:16:00,1,No answer; left voicemail,NA,NA,NA,NON-PROFIT: Community Members,Whittier Area Cmnty Ch Fndtion,8100 Colima Rd,Baptist Church,5629454500,90605,,,,
Praveen Sinha,6/9/2021,11:17:00,11:18:00,1,No answer; did not leave voicemail,NA,NA,NA,CORPORATION: Employees,Tj Maxx,13530 Whittier Blvd,"Department Stores, Discount",5626966659,90605,,,,
Praveen Sinha,6/9/2021,11:18:00,11:19:00,1,Spoke with someone; they're not interested,hung up,NA,NA,CORPORATION: Employees,J T Thorpe Inc,9905 Painter Ave Ste D,Boiler And Furnace Contractors,5629038230,90605,,,,
Praveen Sinha,6/9/2021,11:20:00,11:21:00,1,No answer; did not leave voicemail,NA,NA,NA,NON-PROFIT: Community Members,Los Angeles County Sheriff,13525 Telegraph Rd Ste B,Sheriffs' Office,5629031874,90605,,,,
Praveen Sinha,6/9/2021,11:21:00,11:22:00,1,Spoke with someone; they're not interested,hung up,NA,NA,CORPORATION: Employees,Secure Limousine,13111 Meyer Rd,"Limousine Rental, With Driver",5629410107,90605,,,,
Praveen Sinha,6/9/2021,11:23:00,11:24:00,1,No answer; left voicemail,NA,NA,NA,SMALL BUSINESS: Customers,Cryostar USA LLC,13117 Meyer Rd,Pump Jacks And Other Pumping Equipment,5629031290,90605,,,,
Valeria Lazaro Rodriguez,6/9/2021,9:01:00,9:03:00,2,Spoke with someone; they're not interested,NA,NA,NA,HEALTHCARE: In-Patient,Trinity Nursing Home,7931 Sorensen Ave,"Nursing Home, Except Skilled And Intermediate Care Facility",5626980451,90606,,,,
Valeria Lazaro Rodriguez,6/9/2021,9:04:00,9:06:00,2,Spoke with someone; they're not interested,NA,NA,"Animal hospital, not interested",SMALL BUSINESS: Customers,Washington Blvd Animal Hosp,12116 Washington Blvd,"Animal Hospital Services, Pets And Other Animal Specialties",5626938233,90606,,,,
Valeria Lazaro Rodriguez,6/9/2021,9:12:00,9:13:00,1,No answer; left voicemail,info@dgtherapy.com,NA,"Said to leave a VM, also found email",HEALTHCARE: In-Patient,Dg Therapy Group Inc,12411 Slauson Ave Ste H,Physical Therapist,5626935449,90606,,,,
Valeria Lazaro Rodriguez,6/9/2021,9:15:00,9:16:00,1,Spoke with someone; they're not interested,NA,NA,Said to contact corporate but it is not in California,CORPORATION: Employees,Commercial Van Interiors Inc,11564 Washington Blvd A,Truck Equipment And Parts,5626957477,90606,,,,
Valeria Lazaro Rodriguez,6/9/2021,9:17:00,9:18:00,1,No answer; did not leave voicemail,NA,NA,Automated message said all employees were busy at the moment with no VM set up,CORPORATION: Employees,Wheels Pros,6101 Knott Ave,Tires And Tubes,6572392002,90620,,,,
Valeria Lazaro Rodriguez,6/9/2021,9:19:00,9:24:00,5,Spoke with someone; they're interested,NA,NA,Said she needs to run it by her HR director and will give us a call back,CORPORATION: Employees,Hosa Technology Incorporated,6650 Caballero Blvd,Radio And Television Equipment And Parts,7145228878,90620,,,,
Valeria Lazaro Rodriguez,6/9/2021,9:25:00,9:28:00,3,Spoke with someone; they're interested,NA,NA,Took down our information and will talk to their manager and give us a call back,EDUCATIONAL: Young Adults,Buena Park School District,6885 Orangethorpe Ave,Public Elementary School,7145228412,90620,,,,
Valeria Lazaro Rodriguez,6/9/2021,9:29:00,9:30:00,1,Spoke with someone; they're not interested,NA,NA,NA,CORPORATION: Employees,Fenn Termite and Pest Ctrl Inc,7322 Walnut Ave,Pest Control In Structures,7147369000,90620,,,,
Valeria Lazaro Rodriguez,6/9/2021,9:30:00,9:31:00,1,No answer; did not leave voicemail,NA,NA,Company is shut down permanently,CORPORATION: Employees,Top Security Services Inc,6131 Orangethorpe Ave 170g,Business Management,7146909009,90620,,,,
Valeria Lazaro Rodriguez,6/9/2021,9:32:00,9:33:00,1,No answer; left voicemail,NA,NA,NA,CORPORATION: Employees,Mashindustries Inc,7150 Village Dr,Factory Furniture And Fixtures,7147369600,90621,,,,
Valeria Lazaro Rodriguez,6/9/2021,9:34:00,9:35:00,1,No answer; left voicemail,NA,NA,NA,CORPORATION: Employees,Landsberg Orange Cnty Div 1025,7001 Village Dr Ste 155,"Paper, Wrapping Or Coarse, And Products",7145254900,90621,,,,
Valeria Lazaro Rodriguez,6/9/2021,9:44:00,9:45:00,1,No answer; left voicemail,info@hi-tech-products.com,NA,"Got transferred, left VM. Also found email",CORPORATION: Employees,HI-Tech Products,8530 Roland St,"Machine Shop, Jobbing And Repair",7146702150,90621,,,,
Valeria Lazaro Rodriguez,6/9/2021,9:46:00,9:48:00,2,Spoke with someone; they're not interested,NA,NA,Got transferred and are not interested,CORPORATION: Employees,Aw Die Engraving Inc,8550 Roland St,"Dies And Die Holders For Metal Cutting, Forming, Die Casting",7145217910,90621,,,,
Valeria Lazaro Rodriguez,6/9/2021,9:48:00,9:50:00,2,Spoke with someone; they're interested,angel@webuildbetacenters.com (emailed at 9:51 AM),NA,Told me to email Angel since she is not in the office right now,CORPORATION: Employees,Data Specialties Inc,8400 Kass Dr,Electrical Work,7145238489,90621,,,,
Valeria Lazaro Rodriguez,6/9/2021,9:52:00,9:53:00,1,No answer; left voicemail,NA,NA,NA,CORPORATION: Employees,AAA Network Solutions Inc,8401 Page St,General Electrical Contractor,7144842711,90621,,,,
Valeria Lazaro Rodriguez,6/9/2021,9:54:00,9:56:00,2,Spoke with someone; they're not interested,NA,NA,NA,CORPORATION: Employees,Ronman Products Inc,8440 Kass Dr,Miscellaneous Fasteners,7147353146,90621,,,,
Valeria Lazaro Rodriguez,6/9/2021,9:57:00,9:59:00,2,No answer; left voicemail,NA,NA,"Got transferred, left VM",CORPORATION: Employees,Multi-Sles/Harrison Doormaster,5600 Fresca Dr,"Wire Fence, Gates, And Accessories",5628033552,90623,,,,
Valeria Lazaro Rodriguez,6/9/2021,10:00:00,10:02:00,2,No answer; left voicemail,NA,NA,"Got transferred, left VM",CORPORATION: Employees,CJ America,4 Centerpointe Dr Ste 100,"Food Preparations, Nec",7143677200,90623,,,,
Valeria Lazaro Rodriguez,6/9/2021,10:03:00,10:05:00,2,No answer; left voicemail,recreation@cityoflapalma.org (emailed at 10:06 AM),NA,"Receptionist told me HR department was busy and to leave a VM, also gave me email",CORPORATION: Employees,Recreation Dept,7821 Walker St,"Recreational Program Administration, Government",7146903350,90623,,,,
Valeria Lazaro Rodriguez,6/9/2021,10:07:00,10:10:00,3,No answer; left voicemail,NA,NA,"Put me on hold for a while, transferred me, and left VM",HEALTHCARE: Out-Patient,La Palma Intercommunity Hosp,7901 Walker St,General Medical And Surgical Hospitals,7146707400,90623,,,,
Valeria Lazaro Rodriguez,6/9/2021,10:11:00,10:12:00,1,Spoke with someone; they're not interested,NA,NA,NA,CORPORATION: Employees,Lotte Chemical California Inc,6 Centerpointe Dr Ste 100,"Chemicals And Allied Products, Nec",7144430901,90623,,,,
Valeria Lazaro Rodriguez,6/9/2021,10:12:00,10:17:00,5,No answer; did not leave voicemail,NA,NA,"Put me on hold for five minutes because they didn't know the HR number or email, hung up",CORPORATION: Employees,Kemper Insurance,6 Centerpointe Dr Ste 350,"Insurance Agents, Nec",7147393177,90623,,,,
Valeria Lazaro Rodriguez,6/9/2021,10:18:00,10:18:00,0,No answer; did not leave voicemail,NA,NA,Number is disconnected,CORPORATION: Employees,Nationwide,10805 Holder St Ste 350,"Insurance Agents, Nec",7147336200,90630,,,,
Valeria Lazaro Rodriguez,6/9/2021,10:19:00,10:20:00,1,No answer; left voicemail,NA,NA,NA,CORPORATION: Employees,Freeway Insurance Services,7711 Center Ave Ste 200,"Insurance Agents, Nec",7142522500,92647,,,,
Valeria Lazaro Rodriguez,6/9/2021,10:21:00,10:22:00,1,Spoke with someone; they're not interested,NA,NA,Asked for our number to call back but not sure they are interested,CORPORATION: Employees,Medical Air Care Inc,5951 Lakeshore Dr,Air Pollution Measuring Service,7142209091,90630,,,,
Valeria Lazaro Rodriguez,6/9/2021,10:23:00,10:24:00,1,Spoke with someone; they're not interested,NA,NA,Said I already gave them a call? Not interested,CORPORATION: Employees,Penn Air,5941 Lakeshore Dr,Pollution Testing,7148268365,90630,,,,
Valeria Lazaro Rodriguez,6/9/2021,10:25:00,10:26:00,1,No answer; left voicemail,NA,NA,NA,CORPORATION: Employees,Itsco,10721 Walker St,"Electronic Parts And Equipment, Nec",7147618886,90630,,,,
Valeria Lazaro Rodriguez,6/9/2021,10:26:00,10:28:00,2,No answer; left voicemail,NA,NA,NA,CORPORATION: Employees,Cavotec Dabico US Inc,5665 Corporate Ave,"Aircraft Parts And Equipment, Nec",7149470005,90630,,,,
Valeria Lazaro Rodriguez,6/9/2021,10:46:00,10:48:00,2,Spoke with someone; they're not interested,NA,NA,NA,CORPORATION: Employees,Christie Dgtal Systems USA Inc,5740 Cerritos Ave,"Projection Apparatus, Motion Picture And Slide",7142368610,90630,,,,
Valeria Lazaro Rodriguez,6/9/2021,10:48:00,10:50:00,2,No answer; left voicemail,NA,NA,Got transferred and left VM,CORPORATION: Employees,Honeywell Authorized Dealer,10880 Walker St,Warm Air Heating And Air Conditioning Contractor,7144849600,90630,,,,
Valeria Lazaro Rodriguez,6/9/2021,10:53:00,10:54:00,1,No answer; left voicemail,NA,NA,Got transferred and left VM,CORPORATION: Employees,Designed Billing Solutions,10833 Valley View St,"Collection Agency, Except Real Estate",7147353000,90630,,,,
Valeria Lazaro Rodriguez,6/9/2021,10:54:00,10:56:00,2,Spoke with someone; they're not interested,NA,NA,They already offer a service and are not interested,HEALTHCARE: In-Patient,Alamitos Ipa,10833 Valley View St # 300,Management Services,5626021563,90630,,,,
Valeria Lazaro Rodriguez,6/9/2021,10:56:00,10:58:00,2,No answer; did not leave voicemail,NA,NA,"Kept ringing, no VM set up",CORPORATION: Employees,Kindness General Contrs LLC,6461 Global Dr,"Industrial Buildings, New Construction, Nec",7147611000,90630,,,,
Valeria Lazaro Rodriguez,6/9/2021,10:58:00,11:00:00,2,Spoke with someone; they're not interested,NA,NA,NA,CORPORATION: Employees,Mc Machinery Systems Inc,11170 Valley View St,Electrical Apparatus And Equipment,7148943252,90630,,,,
Valeria Lazaro Rodriguez,6/9/2021,11:17:00,11:17:00,0,No answer; did not leave voicemail,sitonit@exemplis.com,NA,Number is for another company. Found correct email,CORPORATION: Employees,Sitonit,6415 Katella Ave,"Chairs, Office: Padded Or Plain: Except Wood",7149954800,90630,,,,
Valeria Lazaro Rodriguez,6/9/2021,11:19:00,11:20:00,1,No answer; left voicemail,(847) 699-2299,NA,"Called HR with number given, left VM",CORPORATION: Employees,Tdk Corporation Of America,11070 Valley View St,Electronic Parts,7149341212,90630,,,,
Valeria Lazaro Rodriguez,6/9/2021,11:23:00,11:26:00,3,No answer; left voicemail,info@hbic.org,NA,"Got transferred and left VM, also left email",EDUCATIONAL: Children,Hbic,981 N Euclid St,"Rehabilitation Center, Outpatient Treatment",5626944196,90631,,,,
Valeria Lazaro Rodriguez,6/9/2021,11:32:00,11:35:00,3,No answer; left voicemail,NA,NA,"No answer, asked for operator and no one picked up",EDUCATIONAL: Children,La Habra Cy Schl Dst Fundation,500 N Walnut St,Public Elementary And Secondary Schools,5626902305,90631,,,,
Valeria Lazaro Rodriguez,6/9/2021,11:36:00,11:38:00,2,Spoke with someone; they're not interested,NA,NA,NA,CORPORATION: Employees,Civic Center Auto Body,1403 W Pico Blvd,"Paint Shop, Automotive",3237771000,90015,,,,
Valeria Lazaro Rodriguez,6/9/2021,11:40:00,11:42:00,2,No answer; left voicemail,anthony@gallagherstaging.com (emailed at 11:43 AM),NA,"Told me to email, anthony@gallagherstaging.com as well",CORPORATION: Employees,Gallagher Stging Prdctions Inc,15701 Heron Ave,Entertainment Service,7146901559,90638,,,,
John Wigginton,6/9/2021,9:15:00,9:17:00,2,No answer; left voicemail,NA,NA,NA,CORPORATION: Employees,Paramount Global,16430 Phoebe Ave,Commercial Containers,7146903000,90638,,,,
John Wigginton,6/9/2021,9:17:00,9:19:00,2,Spoke with someone; they're not interested,NA,NA,NA,CORPORATION: Employees,Home Depot The,14659 Alondra Blvd Ste B,General Warehousing And Storage,7145228651,90638,,,,
John Wigginton,6/9/2021,9:19:00,9:21:00,2,No answer; left voicemail,NA,NA,NA,SMALL BUSINESS: Customers,Forest Plywood Sales,14711 Artesia Blvd,"Lumber: Rough, Dressed, And Finished",7145231721,90638,,,,
John Wigginton,6/9/2021,9:25:00,9:27:00,2,Spoke with someone; they're not interested,hr@whitearrow.com,NA,NA,CORPORATION: Employees,White Arrow Inc,824 S Vail Ave,"Trucking, Except Local",9097730000,90640,,,,
John Wigginton,6/9/2021,9:31:00,9:33:00,2,Spoke with someone; they're not interested,NA,NA,NA,CORPORATION: Employees,R & L Carriers Inc,1220 Washington Blvd,Contract Haulers,3237262147,90640,,,,
John Wigginton,6/9/2021,9:33:00,9:35:00,2,No answer; did not leave voicemail,press@algenist.com,NA,"tried 2x,number disconnects, web has no other number",CORPORATION: Employees,Algenist LLC,500 N Brand Blvd Ste 1700,Cosmetics,8182918300,91203,,,,
John Wigginton,6/9/2021,9:35:00,9:37:00,2,NA,NA,1-888-277-4736,spanish speaking,NA,El Clasificado,11205 Imperial Hwy,"Newspapers, Publishing And Printing",3238374095,90650,,,,
John Wigginton,6/9/2021,9:37:00,9:39:00,2,Spoke with someone; they're interested,marcela@sngeng.com,NA,NA,NA,Snc Engineering Inc,12366 Firestone Blvd,Consulting Engineer,5625844435,90650,,,,
John Wigginton,6/9/2021,10:45:00,10:47:00,2,Spoke with someone; they're interested,ichacon@stlinuslions.com,NA,"send email, will forward and call back",EDUCATIONAL: Young Adults,St Linus School,13913 Shoemaker Ave,Catholic Elementary School,5629210336,90650,,,,
John Wigginton,6/9/2021,10:50:00,10:52:00,2,No answer; left voicemail,NA,NA,NA,CORPORATION: Employees,Fhi Brands,15408 Blackburn Ave,"Hair Curlers, Electric",3233342900,90650,,,,
John Wigginton,6/9/2021,10:53:00,11:10:00,17,No answer; left voicemail,NA,2133517967 6264305161,3239148502 eventual vm,NON-PROFIT: Community Members,County Los Angeles Public Hlth,12440 Imperial Hwy # 650,Administration Of Public Health Programs,5623456800,90650,,,,
John Wigginton,6/9/2021,11:10:00,11:17:00,7,Spoke with someone; they're interested,cmontes1@norwalkca.gov,NA,"tx few times, hr had questions but very interested",NON-PROFIT: Community Members,Norwalk Cityhall,12700 Norwalk Blvd,Mayors' Office,5629295700,90650,,,,
John Wigginton,6/9/2021,11:17:00,11:19:00,2,No answer; left voicemail,NA,NA,tx hr,CORPORATION: Employees,Mitchell Laboratories Inc,7707 Bequette Ave,Metallurgical Testing Laboratory,5629496144,90660,,,,
John Wigginton,6/9/2021,11:19:00,11:21:00,2,Spoke with someone; they're not interested,NA,NA,NA,CORPORATION: Employees,Central Freight Lines,7925 Rosemead Blvd,"Local Trucking, Without Storage",5629428445,90660,,,,
John Wigginton,6/9/2021,11:21:00,11:23:00,2,No answer; left voicemail,NA,NA,tx corporate  tx connie,HEALTHCARE: Out-Patient,Los Angeles Center For Alcohol,11015 Bloomfield Ave,"Alcohol Clinic, Outpatient",5629062676,90670,,,,
John Wigginton,6/9/2021,NA,NA,0,No answer; left voicemail,NA,NA,tx hr,CORPORATION: Employees,Snowsound USA,10018 Santa Fe Springs Rd,Metal Household Furniture,5629039550,90670,,,,
John Wigginton,6/9/2021,NA,NA,0,No answer; left voicemail,NA,NA,going through employee transition tx hr,CORPORATION: Employees,Honeywell Authorized Dealer,12046 Florence Ave,Warm Air Heating And Air Conditioning Contractor,5629446341,90670,,,,
John Wigginton,6/9/2021,11:31:00,11:33:00,2,Spoke with someone; they're not interested,NA,NA,NA,CORPORATION: Employees,Nakamura-Beeman Inc,8520 Wellsford Pl,Wood Office Furniture,5626961400,90670,,,,
John Wigginton,6/9/2021,11:33:00,11:35:00,2,No answer; did not leave voicemail,NA,NA,rang 20x,CORPORATION: Employees,Airgas USA LLC,8832 Dice Rd,Industrial Gases,5629451383,90670,,,,
John Wigginton,6/9/2021,11:35:00,11:37:00,2,Spoke with someone; they're not interested,NA,NA,"took phone web, hr not in yet",CORPORATION: Employees,Servpro Of Whittier,9245 Santa Fe Springs Rd,"Building Maintenance Services, Nec",5626985368,90670,,,,
John Wigginton,6/9/2021,11:37:00,11:39:00,2,No answer; left voicemail,NA,NA,NA,CORPORATION: Employees,Elements Inc,9240 Santa Fe Springs Rd,Inspection And Testing Services,5629482225,90670,,,,
John Wigginton,6/9/2021,11:39:00,11:41:00,2,Spoke with someone; they're not interested,NA,NA,NA,SMALL BUSINESS: Customers,Tangram Interiors,9200 Sorensen Ave,"Office Furniture, Nec",5623655000,90670,,,,
John Wigginton,6/9/2021,11:41:00,11:43:00,2,Spoke with someone; they're not interested,NA,NA,NA,NON-PROFIT: Community Members,Vics,12223 Los Nietos Rd,Senior Citizens' Center Or Association,5622040529,90670,,,,
John Wigginton,6/9/2021,11:43:00,11:45:00,2,No answer; left voicemail,NA,NA,NA,CORPORATION: Employees,Vantage Associates Inc,12333 Los Nietos Rd,"Space Vehicle Equipment, Nec",6194776940,90670,,,,
John Wigginton,6/9/2021,11:45:00,11:47:00,2,No answer; left voicemail,NA,NA,NA,CORPORATION: Employees,Pactiv Corporation,9700 Bell Ranch Dr,Honeycomb Core And Board: Made From Purchased Material,5629440052,90670,,,,
John Wigginton,6/10/2021,9:10:00,9:12:00,2,Spoke with someone; they're not interested,NA,NA,NA,CORPORATION: Employees,Abatix Corp,10051 Painter Ave,Industrial Supplies,5629443445,90670,,,,
John Wigginton,6/10/2021,NA,NA,0,Spoke with someone; they're not interested,NA,NA,NA,SMALL BUSINESS: Customers,US Arconditioning Distrs Inc,9836 Alburtis Ave,"Appliance Parts, Household",5628015432,90670,,,,
John Wigginton,6/10/2021,NA,NA,0,No answer; left voicemail,info@downeydistributing.com,NA,NA,CORPORATION: Employees,Downey Distributing,10240 Geary Ave,Candy,5629031433,90670,,,,
John Wigginton,6/10/2021,NA,NA,0,No answer; left voicemail,NA,NA,tx vm,CORPORATION: Employees,Ellison Technologies Inc,9828 Arlee Ave,Metalworking Machinery,5629498311,90670,,,,
John Wigginton,6/10/2021,NA,NA,0,No answer; left voicemail,NA,NA,NA,CORPORATION: Employees,Rose Paving LLC,10200 Matern Pl,Surfacing And Paving,9096204300,90670,,,,
John Wigginton,6/10/2021,NA,NA,0,Spoke with someone; they're interested,andyl@rockmanusa.com,NA,send email first,CORPORATION: Employees,Rockman Company (usa) Inc,12011 Smith Ave,Dried Or Canned Foods,5622368688,90670,,,,
John Wigginton,6/10/2021,NA,NA,0,Spoke with someone; they're interested,laurar@serrano-ind.com,NA,send email first,CORPORATION: Employees,Serrano Industries Inc,9922 Tabor Pl,"Machine Shop, Jobbing And Repair",5627778180,90670,,,,
John Wigginton,6/10/2021,NA,NA,0,No answer; left voicemail,NA,NA,NA,CORPORATION: Employees,Golden Supreme Inc,12304 Mccann Dr,"Hair Curlers, Designed For Beauty Parlors",5629031063,90670,,,,
John Wigginton,6/10/2021,NA,NA,0,No answer; left voicemail,NA,NA,NA,CORPORATION: Employees,Tobutso America,12414 Mccann Dr,"Fasteners, Industrial: Nuts, Bolts, Screws, Etc.",5629466064,90670,,,,
John Wigginton,6/10/2021,NA,NA,0,Spoke with someone; they're not interested,NA,NA,NA,CORPORATION: Employees,Moorea Rentals,10114 Shoemaker Ave,Business Management,5624471943,90670,,,,
John Wigginton,6/10/2021,NA,NA,0,Spoke with someone; they're interested,nberber@llcsd.net,NA,send email first,EDUCATIONAL: Children,Lakeview Elementary School,11500 Joslin St,Public Elementary School,5628688655,90670,,,,
John Wigginton,6/10/2021,NA,NA,0,No answer; did not leave voicemail,NA,NA,disconnected,NON-PROFIT: Community Members,Southeast Area Social Services,10400 Pioneer Blvd Ste 9,Social Service Center,5629039621,90670,,,,
John Wigginton,6/10/2021,NA,NA,0,Spoke with someone; they're interested,juang@acecommercial.com,NA,send email first,SMALL BUSINESS: Customers,Press Colorcom,10310 Pioneer Blvd Ste 1,Offset Printing,5629466664,90670,,,,
John Wigginton,6/10/2021,NA,NA,0,No answer; left voicemail,NA,NA,NA,SMALL BUSINESS: Customers,Cal Western Distributing,11969 Telegraph Rd,Ranges,5629461105,90670,,,,
John Wigginton,6/10/2021,NA,NA,0,Spoke with someone; they're not interested,NA,NA,NA,SMALL BUSINESS: Customers,El Gallo Giro Corporation,12764 Florence Ave,Retail Bakeries,5629047088,90670,,,,
Joy Hinshilwood,6/9/2021,9:16:00,9:22:00,6,No answer; left voicemail,NA,NA,NA,CORPORATION: Employees,Funai Corporation Inc,12489 Lakeland Rd,Electrical Entertainment Equipment,3107836941,90670,,,,
Joy Hinshilwood,6/9/2021,9:22:00,9:24:00,2,No answer; left voicemail,NA,NA,NA,CORPORATION: Employees,H T S,10600 Painter Ave,"Local Trucking, Without Storage",5629062633,90670,,,,
Joy Hinshilwood,6/9/2021,9:24:00,9:28:00,4,Spoke with someone; they're not interested,NA,NA,just said she wasnt interested,CORPORATION: Employees,Allblack Co Inc,13090 Park St,Electroplating Of Metals Or Formed Products,5629462955,90670,,,,
Joy Hinshilwood,6/9/2021,9:28:00,9:34:00,6,Spoke with someone; they're not interested,NA,NA,just said she wasnt interested,CORPORATION: Employees,Omega Precision,13040 Telegraph Rd,"Machine Shop, Jobbing And Repair",5629462491,90670,,,,
Joy Hinshilwood,6/9/2021,9:34:00,9:37:00,3,No answer; left voicemail,NA,NA,NA,CORPORATION: Employees,General Printing Ink Division,12963 Park St,Printing Ink,5629462327,90670,,,,
Joy Hinshilwood,6/9/2021,9:37:00,9:40:00,3,Spoke with someone; they're not interested,NA,NA,super small company,CORPORATION: Employees,Hydraulic Cranes LLC,10805 Painter Ave,"Cranes And Aerial Lift Equipment, Rental Or Leasing",5629446149,90670,,,,
Joy Hinshilwood,6/9/2021,9:40:00,9:42:00,2,No answer; left voicemail,NA,NA,NA,CORPORATION: Employees,Agse,10805 Painter Ave,Aircraft Engines And Engine Parts,5629069300,90670,,,,
Joy Hinshilwood,6/9/2021,9:42:00,9:45:00,3,No answer; did not leave voicemail,NA,NA,disconnected,CORPORATION: Employees,Amity,10926 Painter Ave,Stamping Metal For The Trade,5629411259,90670,,,,
Joy Hinshilwood,6/9/2021,9:45:00,10:15:00,30,Spoke with someone; they're interested,bgirgus@talleycom.com,NA,set up 15 min meeting,CORPORATION: Employees,Talley Inc,12878 Florence Ave,Communication Equipment,5629068000,90670,,,,
Joy Hinshilwood,6/9/2021,10:35:00,10:38:00,3,Spoke with someone; they're interested,angelica.jimenez@us.abb.com,NA,"HR is on vacation, I can email some info over that she can forward",CORPORATION: Employees,Baldor Electric Company,12850 Florence Ave,"Motors, Electric",3237246771,90670,,,,
Joy Hinshilwood,6/9/2021,10:38:00,10:41:00,3,No answer; left voicemail,NA,NA,NA,CORPORATION: Employees,Quality Environmental Inc,13123 Lakeland Rd Ste A,Asbestos Removal And Encapsulation,5629411434,90670,,,,
Joy Hinshilwood,6/9/2021,10:41:00,10:44:00,3,Spoke with someone; they're interested,aramos@twinmed.com,NA,wants an email first,CORPORATION: Employees,Twin Med LLC,11333 Greenstone Ave,Medical Equipment And Supplies,3235829900,90670,,,,
Joy Hinshilwood,6/9/2021,10:44:00,10:47:00,3,Spoke with someone; they're not interested,NA,NA,NA,CORPORATION: Employees,Accuride International Inc,12311 Shoemaker Ave,"Hardware, Nec",5629030200,90670,,,,
